time,open,high,low,close,Volume
2000-01-03T06:30:00-08:00,148.25,148.25,143.875,144.625,519613
2000-01-03T10:30:00-08:00,144.6875,145.5625,144.25,145.5625,277066
2000-01-04T06:30:00-08:00,143.53125,144.0625,140.65625,141.4375,509141
2000-01-04T10:30:00-08:00,141.53125,141.875,139.625,140.0625,285571
2000-01-05T06:30:00-08:00,139.9375,140.625,137.25,139.875,724150
2000-01-05T10:30:00-08:00,139.84375,141.53125,139.71875,140.28125,494185
2000-01-06T06:30:00-08:00,139.625,141.40625,139.25,141.0625,318522
2000-01-06T10:30:00-08:00,140.9375,141.5,139.59375,140.34375,223568
2000-01-07T06:30:00-08:00,140.3125,142.6875,140.0625,142.625,496457
2000-01-07T10:30:00-08:00,142.59375,144.4375,142.125,144.4375,234648
2000-01-10T06:30:00-08:00,146.25,146.90625,145.03125,145.625,388946
2000-01-10T10:30:00-08:00,145.71875,146.78125,145.40625,145.8125,168654
2000-01-11T06:30:00-08:00,145.8125,146.09375,144.71875,145.125,452416
2000-01-11T10:30:00-08:00,145.125,145.5625,143.5,144.09375,291765
2000-01-12T06:30:00-08:00,144.59375,144.59375,142.875,144.15625,499586
2000-01-12T10:30:00-08:00,144.15625,144.375,143.125,143.34375,181674
2000-01-13T06:30:00-08:00,144.46875,144.65625,143.28125,144.15625,299413
2000-01-13T10:30:00-08:00,144.25,145.75,144,145.125,188892
2000-01-14T06:30:00-08:00,146.53125,147.46875,145.96875,146.71875,490799
2000-01-14T10:30:00-08:00,146.78125,147.125,146.125,146.5,216367
2000-01-18T06:30:00-08:00,145.34375,146.46875,145.1875,146,441729
2000-01-18T10:30:00-08:00,146,146.625,145.5,145.625,196942
2000-01-19T06:30:00-08:00,145.3125,146.40625,145,146,296212
2000-01-19T10:30:00-08:00,146.09375,146.46875,145.15625,145.6875,254842
2000-01-20T06:30:00-08:00,146.96875,146.96875,143.8125,144.75,261016
2000-01-20T10:30:00-08:00,144.75,145.4375,144.5,144.5,290416
2000-01-21T06:30:00-08:00,145.5,145.5,144.125,144.8125,486899
2000-01-21T10:30:00-08:00,144.8125,145.125,144.09375,144.125,133795
2000-01-24T06:30:00-08:00,145.65625,145.84375,143.28125,143.625,273028
2000-01-24T10:30:00-08:00,143.625,143.71875,139.40625,140.0625,496130
2000-01-25T06:30:00-08:00,140.5,141.46875,139.625,139.75,614464
2000-01-25T10:30:00-08:00,139.75,141.625,139,141,356269
2000-01-26T06:30:00-08:00,141,141.53125,140.09375,141.0625,264007
2000-01-26T10:30:00-08:00,141.0625,141.5,140.28125,140.65625,226677
2000-01-27T06:30:00-08:00,141.84375,142.21875,139.6875,140.5625,745949
2000-01-27T10:30:00-08:00,140.59375,140.75,138.125,140,343384
2000-01-28T06:30:00-08:00,139.4375,140.0625,136.625,137.5,690181
2000-01-28T10:30:00-08:00,137.4375,138.375,135.53125,136.46875,438560
2000-01-31T06:30:00-08:00,135.8125,136.84375,135,136.3125,555762
2000-01-31T10:30:00-08:00,136.1875,139.4375,135.8125,139.4375,483666
2000-02-01T06:30:00-08:00,139.75,140.59375,138.53125,140.375,512043
2000-02-01T10:30:00-08:00,140.25,141.6875,139.84375,140.90625,284525
2000-02-02T06:30:00-08:00,141.28125,141.84375,140.625,141.375,252175
2000-02-02T10:30:00-08:00,141.25,142.25,140.375,141.28125,349478
2000-02-03T06:30:00-08:00,140.875,142.40625,140,141.90625,532135
2000-02-03T10:30:00-08:00,141.9375,142.96875,141.4375,142.84375,223369
2000-02-04T06:30:00-08:00,143.1875,144,142.875,143.625,312995
2000-02-04T10:30:00-08:00,143.6875,143.84375,142.125,142.78125,157697
2000-02-07T06:30:00-08:00,142.5625,142.71875,141.625,141.96875,220237
2000-02-07T10:30:00-08:00,141.875,142.78125,141.4375,142.71875,354344
2000-02-08T06:30:00-08:00,143.96875,144.53125,143.625,144,334671
2000-02-08T10:30:00-08:00,143.96875,144.5625,143.78125,144.28125,133841
2000-02-09T06:30:00-08:00,144.46875,144.46875,142.34375,142.53125,420547
2000-02-09T10:30:00-08:00,142.65625,143.125,141.375,141.40625,384033
2000-02-10T06:30:00-08:00,141.625,142.5625,141,142.1875,385067
2000-02-10T10:30:00-08:00,142,142,140.875,141.875,278308
2000-02-11T06:30:00-08:00,141.84375,141.9375,140.25,140.6875,374708
2000-02-11T10:30:00-08:00,140.53125,140.84375,138.03125,139.1875,462374
2000-02-14T06:30:00-08:00,139.78125,139.78125,138.5,138.5,500857
2000-02-14T10:30:00-08:00,138.59375,139.46875,138.3125,139.25,315093
2000-02-15T06:30:00-08:00,139.25,139.5,137.78125,139.375,513868
2000-02-15T10:30:00-08:00,139.25,141.21875,138.90625,140.75,488286
2000-02-16T06:30:00-08:00,140.375,140.9375,139.03125,139.375,572795
2000-02-16T10:30:00-08:00,139.375,140.15625,138.78125,139.09375,292984
2000-02-17T06:30:00-08:00,140.4375,140.4375,138.21875,139.5625,457199
2000-02-17T10:30:00-08:00,139.65625,140.125,138.28125,139.0625,269352
2000-02-18T06:30:00-08:00,138.875,138.875,136.15625,136.5,451634
2000-02-18T10:30:00-08:00,136.5,136.78125,134.625,135.1875,418539
2000-02-22T06:30:00-08:00,135.1875,135.96875,133.53125,134.46875,859800
2000-02-22T10:30:00-08:00,134.5,136.34375,133.53125,135.40625,710922
2000-02-23T06:30:00-08:00,135.625,136.03125,134.5,135.8125,464099
2000-02-23T10:30:00-08:00,135.8125,137.46875,135.5,136.5,729194
2000-02-24T06:30:00-08:00,136.6875,137.03125,133.5625,134.5,1069236
2000-02-24T10:30:00-08:00,134.40625,136.34375,133.09375,135.625,606914
2000-02-25T06:30:00-08:00,135.1875,136.71875,134.5625,134.59375,656050
2000-02-25T10:30:00-08:00,134.59375,134.84375,133.125,133.75,340564
2000-02-28T06:30:00-08:00,133.375,134.96875,132.71875,134.28125,924974
2000-02-28T10:30:00-08:00,134.125,136.6875,134,135.0625,357460
2000-02-29T06:30:00-08:00,136.0625,136.9375,135.75,136.75,508391
2000-02-29T10:30:00-08:00,136.625,137.4375,136.125,136.90625,268419
2000-03-01T06:30:00-08:00,137.625,138.5,137.40625,137.875,479068
2000-03-01T10:30:00-08:00,138,138.84375,137.21875,138.3125,184508
2000-03-02T06:30:00-08:00,138.6875,138.96875,137.34375,138,514311
2000-03-02T10:30:00-08:00,138,139.125,137.65625,138.71875,241673
2000-03-03T06:30:00-08:00,140.4375,141.71875,139.71875,141.1875,618664
2000-03-03T10:30:00-08:00,141.3125,141.5,140.65625,141.3125,595045
2000-03-06T06:30:00-08:00,140.8125,141.34375,140.0625,140.5,771837
2000-03-06T10:30:00-08:00,140.5625,140.75,138.75,139.375,423482
2000-03-07T06:30:00-08:00,140,140.15625,136.875,137.4375,1213361
2000-03-07T10:30:00-08:00,137.375,138.0625,135.21875,136.03125,583097
2000-03-08T06:30:00-08:00,136.46875,136.9375,135.03125,136.40625,790700
2000-03-08T10:30:00-08:00,136.1875,137.84375,136.1875,137.03125,386940
2000-03-09T06:30:00-08:00,137.25,138.84375,136.125,138.46875,384516
2000-03-09T10:30:00-08:00,138.59375,140.59375,138.1875,140.59375,131355
2000-03-10T06:30:00-08:00,140.1875,142,139.8125,140.71875,575948
2000-03-10T10:30:00-08:00,140.75,141.1875,139.53125,140,203534
2000-03-13T06:30:00-08:00,136.6875,140.46875,136.5,139.5,769737
2000-03-13T10:30:00-08:00,139.4375,139.96875,138,138.875,273109
2000-03-14T06:30:00-08:00,139.28125,140.09375,137.625,138.46875,509224
2000-03-14T10:30:00-08:00,138.46875,138.875,136.15625,136.5,276253
2000-03-15T06:30:00-08:00,136.875,138.96875,136.0625,138.8125,518288
2000-03-15T10:30:00-08:00,138.75,140.4375,138.40625,139.5,454022
2000-03-16T06:30:00-08:00,141.625,144.875,140.875,143.5,1473202
2000-03-16T10:30:00-08:00,143.71875,146.6875,143.21875,146.3125,741335
2000-03-17T06:30:00-08:00,145.8125,148,145.4375,146.78125,729887
