time,open,high,low,close,HTF2 SHA (Open),HTF2 SHA (High,HTF2 SHA (Low),HTF2 SHA (Close),HTF1 SHA (Open),HTF1 SHA (High,HTF1 SHA (Low),HTF1 SHA (Close),Base SHA (Open),Base SHA (High,Base SHA (Low),Base SHA (Close),Entry Long,Entry Short,Exit,Active Stop,Base Dir,HTF1 Dir,HTF2 Dir,Alignment,Position,Volume
2026-07-10T21:50:00-07:00,64167.76446737844,64170,64120,64145,68014.22560976002,68014.22560976002,63595.444642728085,63595.444642728085,61890.87208957478,62324.24495788232,61890.87208957478,62324.24495788232,64147.71654766756,64152.92216072439,64147.71654766756,64152.92216072439,,,,,1,1,-1,0,0,17.41288
2026-07-10T21:55:00-07:00,64156.38223368922,64156.38223368922,64120.01,64136.0075,68014.22560976002,68014.22560976002,63595.444642728085,63595.444642728085,61890.87208957478,62324.24495788232,61890.87208957478,62324.24495788232,64150.31935419598,64152.769577442836,64150.31935419598,64152.769577442836,,,,,1,1,-1,0,0,18.76792
2026-07-10T22:00:00-07:00,64146.19486684461,64162.01,64121.07,64149.270000000004,68014.22560976002,68014.22560976002,63595.444642728085,63595.444642728085,61890.87208957478,62324.24495788232,61890.87208957478,62324.24495788232,64151.54446581941,64151.97540651308,64151.54446581941,64151.97540651308,,,,,1,1,-1,0,0,52.24594
2026-07-10T22:05:00-07:00,64147.73243342231,64176,64138.98,64163.247500000005,68014.22560976002,68014.22560976002,63595.444642728085,63595.444642728085,61890.87208957478,62324.24495788232,61890.87208957478,62324.24495788232,64151.75993616624,64152.00608913186,64151.75993616624,64152.00608913186,,,,,1,1,-1,0,0,31.59216
2026-07-10T22:10:00-07:00,64155.48996671116,64198.12,64155.48996671116,64175.5475,68014.22560976002,68014.22560976002,63595.444642728085,63595.444642728085,61890.87208957478,62324.24495788232,61890.87208957478,62324.24495788232,64151.88301264905,64153.723142729395,64151.88301264905,64153.723142729395,,,,,1,1,-1,0,0,33.52955
2026-07-10T22:15:00-07:00,64165.51873335558,64180.33,64142,64158.5925,68014.22560976002,68014.22560976002,63595.444642728085,63595.444642728085,61890.87208957478,62324.24495788232,61890.87208957478,62324.24495788232,64152.80307768922,64155.225515795755,64152.80307768922,64155.225515795755,,,,,1,1,-1,0,0,35.9959
2026-07-10T22:20:00-07:00,64162.05561667779,64192.03,64140,64168.0175,68014.22560976002,68014.22560976002,63595.444642728085,63595.444642728085,61890.87208957478,62324.24495788232,61890.87208957478,62324.24495788232,64154.01429674248,64156.84220219328,64154.01429674248,64156.84220219328,,,,,1,1,-1,0,0,33.32036
2026-07-10T22:25:00-07:00,64165.03655833889,64200.01,64165.03655833889,64194.01,68014.22560976002,68014.22560976002,63595.444642728085,63595.444642728085,61890.87208957478,62324.24495788232,61890.87208957478,62324.24495788232,64155.42824946788,64159.74608491,64155.42824946788,64159.74608491,,,,,1,1,-1,0,0,25.03161
2026-07-10T22:30:00-07:00,64179.52327916944,64217.59,64169.17,64196.725000000006,68014.22560976002,68014.22560976002,63595.444642728085,63595.444642728085,61890.87208957478,62324.24495788232,61890.87208957478,62324.24495788232,64157.58716718894,64163.857317722905,64157.58716718894,64163.857317722905,,,,,1,1,-1,0,0,38.39909
2026-07-10T22:35:00-07:00,64188.124139584725,64221.99,64188.124139584725,64201.535,68014.22560976002,68014.22560976002,63595.444642728085,63595.444642728085,61890.87208957478,62324.24495788232,61890.87208957478,62324.24495788232,64160.72224245592,64168.98353766399,64160.72224245592,64168.98353766399,,,,,1,1,-1,0,0,34.67021
2026-07-10T22:40:00-07:00,64194.82956979236,64200.01,64158,64187.505000000005,68014.22560976002,68014.22560976002,63595.444642728085,63595.444642728085,61890.87208957478,62324.24495788232,61890.87208957478,62324.24495788232,64164.852890059956,64172.80711628397,64164.852890059956,64172.80711628397,,,,,1,1,-1,0,0,199.7773
2026-07-10T22:45:00-07:00,64191.16728489618,64200.01,64150,64175.00750000001,68014.22560976002,68014.22560976002,63595.444642728085,63595.444642728085,61890.87208957478,62324.24495788232,61890.87208957478,62324.24495788232,64168.83000317196,64175.14603785686,64168.83000317196,64175.14603785686,,,,,1,1,-1,0,0,17.97181
